10
0.000000	0.000000	0.000000
0.000000	0.130000	0.130000
0.000000	0.260000	0.260000
0.000000	0.390000	0.390000
0.000000	0.520000	0.520000
0.000000	0.650000	0.650000
0.000000	0.780000	0.780000
0.000000	0.910000	0.910000
0.000000	1.040000	1.040000
0.000000	1.170000	1.170000
0.120000	0.000000	0.240000
0.120000	0.130000	0.370000
0.120000	0.260000	0.500000
0.120000	0.390000	0.630000
0.120000	0.520000	0.760000
0.120000	0.650000	0.890000
0.120000	0.780000	1.020000
0.120000	0.910000	1.150000
0.120000	1.040000	1.280000
0.120000	1.170000	1.410000
0.240000	0.000000	0.480000
0.240000	0.130000	0.610000
0.240000	0.260000	0.740000
0.240000	0.390000	0.870000
0.240000	0.520000	1.000000
0.240000	0.650000	1.130000
0.240000	0.780000	1.260000
0.240000	0.910000	1.390000
0.240000	1.040000	1.520000
0.240000	1.170000	1.650000
0.360000	0.000000	0.720000
0.360000	0.130000	0.850000
0.360000	0.260000	0.980000
0.360000	0.390000	1.110000
0.360000	0.520000	1.240000
0.360000	0.650000	1.370000
0.360000	0.780000	1.500000
0.360000	0.910000	1.630000
0.360000	1.040000	1.760000
0.360000	1.170000	1.890000
0.480000	0.000000	0.960000
0.480000	0.130000	1.090000
0.480000	0.260000	1.220000
0.480000	0.390000	1.350000
0.480000	0.520000	1.480000
0.480000	0.650000	1.610000
0.480000	0.780000	1.740000
0.480000	0.910000	1.870000
0.480000	1.040000	2.000000
0.480000	1.170000	2.130000
0.600000	0.000000	1.200000
0.600000	0.130000	1.330000
0.600000	0.260000	1.460000
0.600000	0.390000	1.590000
0.600000	0.520000	1.720000
0.600000	0.650000	1.850000
0.600000	0.780000	1.980000
0.600000	0.910000	2.110000
0.600000	1.040000	2.240000
0.600000	1.170000	2.370000
0.720000	0.000000	1.440000
0.720000	0.130000	1.570000
0.720000	0.260000	1.700000
0.720000	0.390000	1.830000
0.720000	0.520000	1.960000
0.720000	0.650000	2.090000
0.720000	0.780000	2.220000
0.720000	0.910000	2.350000
0.720000	1.040000	2.480000
0.720000	1.170000	2.610000
0.840000	0.000000	1.680000
0.840000	0.130000	1.810000
0.840000	0.260000	1.940000
0.840000	0.390000	2.070000
0.840000	0.520000	2.200000
0.840000	0.650000	2.330000
0.840000	0.780000	2.460000
0.840000	0.910000	2.590000
0.840000	1.040000	2.720000
0.840000	1.170000	2.850000
0.960000	0.000000	1.920000
0.960000	0.130000	2.050000
0.960000	0.260000	2.180000
0.960000	0.390000	2.310000
0.960000	0.520000	2.440000
0.960000	0.650000	2.570000
0.960000	0.780000	2.700000
0.960000	0.910000	2.830000
0.960000	1.040000	2.960000
0.960000	1.170000	3.090000
1.080000	0.000000	2.160000
1.080000	0.130000	2.290000
1.080000	0.260000	2.420000
1.080000	0.390000	2.550000
1.080000	0.520000	2.680000
1.080000	0.650000	2.810000
1.080000	0.780000	2.940000
1.080000	0.910000	3.070000
1.080000	1.040000	3.200000
1.080000	1.170000	3.330000
